Device_id,Level,API Name,Time(us),Count,Avg(us),Min(us),Max(us),Variance
host,acl,aclnnAddmm,259.56,20,12.978,10.85,21.18,6.402
host,acl,aclnnGelu,200.51,15,13.367,10.55,29.46,21.035
host,acl,aclrtGetStreamAttribute,29.36,35,0.839,0.63,2.28,0.084
host,acl,aclrtLaunchKernelWithHostArgs,229.12,35,6.546,5.18,14.47,2.86
host,acl,aclrtSynchronizeDeviceWithTimeout,145.2,6,24.2,21.68,25.31,1.619
host,node,launch,290.9,35,8.311,6.68,18.23,4.509
